URL,traffic,avg_position,keywords
https://www.designrush.com/agency/ai-companies/trends/text-to-cad-ai,169.0,8.6,5
https://www.designrush.com/agency/ai-companies/trends,40.0,1.0,1
https://www.designrush.com/agency/ai-companies/ai-automation-agency,39.0,7.4,5
https://www.designrush.com/agency/ai-companies/trends/chatgpt-alternatives,34.0,11.2,5
https://www.designrush.com/agency/ai-companies/trends/chatgpt-usage-statistics,31.0,12.0,5
https://www.designrush.com/agency/ai-companies/in,20.0,1.0,2
https://www.designrush.com/agency/ai-companies/trends/types-of-ai,19.0,14.5,2
https://www.designrush.com/agency/ai-companies/new-jersey,14.0,5.0,1
https://www.designrush.com/agency/ai-companies,11.0,13.333333333333334,3
https://www.designrush.com/agency/ai-companies/california/san-francisco,5.0,6.333333333333333,3
https://www.designrush.com/agency/ai-companies/trends/is-deepseek-a-chatgpt-killer,4.0,3.0,1
https://www.designrush.com/agency/ai-companies/trends/tools-for-tracking-llm-brand-visibility,3.0,1.0,1
https://www.designrush.com/agency/ai-companies/in/jaipur,3.0,2.0,1
https://www.designrush.com/agency/ai-companies/nl,2.0,3.0,1
https://www.designrush.com/agency/ai-companies/massachusetts/boston,2.0,9.0,1
https://www.designrush.com/agency/ai-companies/trends/ai-search-engines,2.0,3.0,1
https://www.designrush.com/agency/ai-companies/illinois/chicago,2.0,6.0,1
https://www.designrush.com/agency/ai-companies/trends/artificial-intelligence-examples,1.0,26.0,1
https://www.designrush.com/agency/ai-companies/ch,1.0,4.0,1
