URL,traffic,avg_position,keywords
https://www.designrush.com/agency/ecommerce,242.0,4.12,25
https://www.designrush.com/agency/ecommerce/trends/how-much-does-it-cost-to-build-a-shopify-website,175.0,2.25,16
https://www.designrush.com/agency/ecommerce/magento,138.0,2.3684210526315788,19
https://www.designrush.com/agency/ecommerce/shopify,47.0,2.0,5
https://www.designrush.com/agency/ecommerce/bigcommerce,42.0,2.5,6
https://www.designrush.com/agency/ecommerce/web-design,31.0,5.6,10
https://www.designrush.com/agency/ecommerce/shopify/california,26.0,1.0,2
https://www.designrush.com/agency/ecommerce/magento/california/los-angeles,23.0,2.3333333333333335,3
https://www.designrush.com/agency/ecommerce/consulting,23.0,6.2,5
https://www.designrush.com/agency/ecommerce/au/brisbane,22.0,1.0,2
https://www.designrush.com/agency/ecommerce/texas/fort-worth,16.0,1.0,1
https://www.designrush.com/agency/ecommerce/small-business,14.0,6.6,5
https://www.designrush.com/agency/ecommerce-seo-marketing,13.0,1.0,3
https://www.designrush.com/agency/ecommerce/ca/toronto,11.0,2.0,3
https://www.designrush.com/agency/ecommerce/us,10.0,4.0,2
https://www.designrush.com/agency/ecommerce/magento/uk,6.0,4.0,2
https://www.designrush.com/agency/ecommerce/uk/liverpool,6.0,2.0,1
https://www.designrush.com/agency/ecommerce/trends/ecommerce-solutions-small-businesses,6.0,7.0,2
https://www.designrush.com/agency/ecommerce/my,5.0,3.0,2
https://www.designrush.com/agency/ecommerce/woocommerce,5.0,7.0,1
