URL,traffic,avg_position,keywords
https://www.designrush.com/agency/ad-agencies/trends/types-of-advertising-strategies,335.0,3.588235294117647,34
https://www.designrush.com/agency/ad-agencies/promotional-marketing,204.0,2.1923076923076925,26
https://www.designrush.com/agency/ad-agencies,125.0,2.25,4
https://www.designrush.com/agency/ad-agencies/trends/benefits-of-advertising,102.0,1.0588235294117647,17
https://www.designrush.com/agency/ad-agencies/trends/subliminal-advertising,92.0,8.727272727272727,11
https://www.designrush.com/agency/ad-agencies/small-business/trends/advertising-cost-for-a-small-business,78.0,5.642857142857143,14
https://www.designrush.com/agency/ad-agencies/new-jersey,76.0,2.0,12
https://www.designrush.com/agency/ad-agencies/tv-ads,60.0,4.166666666666667,12
https://www.designrush.com/agency/ad-agencies/florida,58.0,2.0833333333333335,12
https://www.designrush.com/agency/ad-agencies/cn,54.0,1.0,7
https://www.designrush.com/agency/ad-agencies/florida/orlando,53.0,7.125,8
https://www.designrush.com/agency/ad-agencies/promotional-marketing/trends/promotional-marketing-examples,49.0,3.125,8
https://www.designrush.com/agency/ad-agencies/ohio,45.0,5.25,8
https://www.designrush.com/agency/ad-agencies/automotive,43.0,1.5,2
https://www.designrush.com/agency/ad-agencies/trends/top-advertising-agency-websites,42.0,4.8125,16
https://www.designrush.com/agency/ad-agencies/ng,39.0,2.4444444444444446,9
https://www.designrush.com/agency/ad-agencies/trends/offline-and-online-marketing,35.0,4.333333333333333,3
https://www.designrush.com/agency/ad-agencies/small-business,34.0,2.75,4
https://www.designrush.com/agency/ad-agencies/tennessee/nashville,33.0,7.416666666666667,12
https://www.designrush.com/agency/ad-agencies/trends/makeup-ads,31.0,9.0,7
