URL,traffic,avg_position,keywords
https://www.designrush.com/agency/content-marketing/trends/content-selling,54.0,2.6,5
https://www.designrush.com/agency/content-marketing/us,40.0,4.666666666666667,3
https://www.designrush.com/agency/content-marketing/copywriting,40.0,5.75,4
https://www.designrush.com/agency/content-marketing/au/melbourne,38.0,3.0,2
https://www.designrush.com/agency/content-marketing/in,33.0,2.25,8
https://www.designrush.com/agency/content-marketing/trends/website-content-checklist,22.0,1.5,2
https://www.designrush.com/agency/content-marketing/michigan/grand-rapids,17.0,9.0,1
https://www.designrush.com/agency/content-marketing/utah,16.0,3.0,2
https://www.designrush.com/agency/content-marketing/california/san-diego,14.0,2.0,2
https://www.designrush.com/agency/content-marketing,12.0,8.666666666666666,3
https://www.designrush.com/agency/content-marketing/de/berlin,10.0,2.0,3
https://www.designrush.com/agency/content-marketing/content-creation/new-york/new-york-city,10.0,9.0,1
https://www.designrush.com/agency/content-marketing/content-creation,10.0,7.0,2
https://www.designrush.com/agency/content-marketing/au,8.0,6.0,2
https://www.designrush.com/agency/content-marketing/ae/dubai,7.0,4.0,2
https://www.designrush.com/agency/content-marketing/ae,6.0,5.333333333333333,3
https://www.designrush.com/agency/content-marketing/florida/miami,5.0,2.0,1
https://www.designrush.com/agency/content-marketing/my,5.0,5.5,2
https://www.designrush.com/agency/content-marketing/au/brisbane,5.0,8.0,2
https://www.designrush.com/agency/content-marketing/au/sydney,4.0,6.0,1
