URL,traffic,avg_position,keywords
https://www.designrush.com/agency/it-services/trends/it-services-for-business,838.0,4.458333333333333,48
https://www.designrush.com/agency/it-services/outsourcing,505.0,4.9375,16
https://www.designrush.com/agency/it-services,216.0,5.416666666666667,12
https://www.designrush.com/agency/it-services/trends/types-of-information-technology,172.0,8.636363636363637,22
https://www.designrush.com/agency/it-services/trends/hp-zbook-vs-elitebook,73.0,1.5714285714285714,7
https://www.designrush.com/agency/it-services/trends/best-tech-review-sites,71.0,6.266666666666667,15
https://www.designrush.com/agency/it-services/trends/datacenter-proxy-providers,62.0,1.6666666666666667,3
https://www.designrush.com/agency/it-services/new-york/new-york-city,53.0,4.181818181818182,11
https://www.designrush.com/agency/it-services/illinois/chicago,48.0,5.111111111111111,9
https://www.designrush.com/agency/it-services/microsoft-sharepoint,46.0,2.2857142857142856,7
https://www.designrush.com/agency/it-services/trends/it-issues,36.0,5.25,4
https://www.designrush.com/agency/it-services/us,31.0,4.75,8
https://www.designrush.com/agency/it-services/trends/it-infrastructure-services,25.0,1.25,4
https://www.designrush.com/agency/it-services/ae/dubai,23.0,1.875,8
https://www.designrush.com/agency/it-services/trends/public-cloud-hosting,22.0,11.666666666666666,6
https://www.designrush.com/agency/it-services/new-jersey,18.0,3.2,5
https://www.designrush.com/agency/it-services/trends/it-integration,17.0,1.8,5
https://www.designrush.com/agency/it-services/california,17.0,7.25,4
https://www.designrush.com/agency/it-services/washington/seattle,17.0,8.0,2
https://www.designrush.com/agency/it-services/utah,16.0,4.666666666666667,3
