URL,traffic,avg_position,keywords
https://www.designrush.com/agency/profile/digitad,2228.0,2.5,2
https://www.designrush.com/agency/ui-ux-design/illinois/chicago,667.0,4.666666666666667,3
https://www.designrush.com/agency/digital-strategy-agencies,235.0,2.25,4
https://www.designrush.com/agency/profile/alias-creative,231.0,4.0,1
https://www.designrush.com/agency/product-design/trends/product-design-development,225.0,2.1538461538461537,13
https://www.designrush.com/agency/digital-agencies,220.0,4.181818181818182,11
https://www.designrush.com/agency/call-centers/surveys-companies,211.0,3.4,10
https://www.designrush.com/agency/affiliate-marketing,201.0,5.454545454545454,11
https://www.designrush.com/agency/profile/aquare,198.0,1.0,1
https://www.designrush.com/agency/profile/pure-media,191.0,1.0,1
https://www.designrush.com/agency/profile/medl-mobile,191.0,1.0,1
https://www.designrush.com/agency/business-consulting/trends/business-growth-consultant,179.0,3.9285714285714284,14
https://www.designrush.com/agency/profile/ensync-corporation,157.0,1.0,1
https://www.designrush.com/agency/profile/servicii-seo,133.0,1.5,12
https://www.designrush.com/agency/package-design,122.0,5.615384615384615,13
https://www.designrush.com/agency/logo-branding/trends/what-is-a-brand-symbol,114.0,2.875,16
https://www.designrush.com/agency/logo-branding/trends/best-technology-branding-examples,111.0,2.4,5
https://www.designrush.com/agency/ui-ux-design,109.0,3.0,20
https://www.designrush.com/agency/logo-branding/trends/how-to-start-a-branding-company,108.0,5.75,4
https://www.designrush.com/agency/creative-agencies/trends/what-is-creative-marketing,105.0,3.533333333333333,15
