URL,traffic,avg_position,keywords
https://www.designrush.com/agency/email-marketing/us,149.0,5.8,5
https://www.designrush.com/agency/email-marketing/trends/email-marketing-cost,64.0,3.1818181818181817,11
https://www.designrush.com/agency/email-marketing/trends/newsletter-purpose,32.0,7.25,4
https://www.designrush.com/agency/email-marketing/in/mumbai,24.0,1.25,4
https://www.designrush.com/agency/email-marketing/in/bengaluru,22.0,2.0,6
https://www.designrush.com/agency/email-marketing/ae/dubai,15.0,2.0,3
https://www.designrush.com/agency/email-marketing/maryland/baltimore,12.0,1.0,1
https://www.designrush.com/agency/email-marketing/new-york,12.0,1.0,1
https://www.designrush.com/agency/email-marketing,10.0,2.0,3
https://www.designrush.com/agency/email-marketing/in,10.0,2.0,3
https://www.designrush.com/agency/email-marketing/texas,7.0,1.0,1
https://www.designrush.com/agency/email-marketing/wisconsin/milwaukee,5.0,5.5,2
https://www.designrush.com/agency/email-marketing/illinois/naperville,4.0,1.0,1
https://www.designrush.com/agency/email-marketing/cold-email-agencies,4.0,14.0,2
https://www.designrush.com/agency/email-marketing/trends/email-marketing-ai-tools,4.0,10.0,1
https://www.designrush.com/agency/email-marketing/colorado/denver,4.0,1.5,2
https://www.designrush.com/agency/email-marketing/north-carolina/charlotte,3.0,2.0,1
https://www.designrush.com/agency/email-marketing/ohio/columbus,3.0,2.0,1
https://www.designrush.com/agency/email-marketing/illinois/chicago,2.0,4.0,1
https://www.designrush.com/agency/email-marketing/oklahoma,2.0,1.0,1
