URL,traffic,avg_position,keywords
https://www.designrush.com/agency/video-marketing/trends/best-streaming-websites,823.0,12.51388888888889,72
https://www.designrush.com/agency/video-production,414.0,6.0,41
https://www.designrush.com/agency/video-production/new-york,182.0,7.5,14
https://www.designrush.com/agency/video-production/documentary,121.0,1.3636363636363635,11
https://www.designrush.com/agency/video-production/3d-animation,81.0,2.380952380952381,21
https://www.designrush.com/agency/video-production/animation,52.0,6.75,4
https://www.designrush.com/agency/video-marketing/trends/what-is-a-video-montage,50.0,9.0,7
https://www.designrush.com/agency/video-production/trends/what-is-video-production,30.0,2.0,4
https://www.designrush.com/agency/video-marketing,30.0,6.777777777777778,9
https://www.designrush.com/agency/video-production/video-editing,24.0,4.5,4
https://www.designrush.com/agency/video-production/corporate-video,23.0,8.0,2
https://www.designrush.com/agency/video-production/2d-animation,23.0,4.5,4
https://www.designrush.com/agency/video-production/commercial,20.0,5.75,4
https://www.designrush.com/agency/video-production/video-editing/trends/best-video-editing-apps,18.0,1.6666666666666667,3
https://www.designrush.com/agency/video-production/trends/rfp-for-video-production,13.0,3.0,1
https://www.designrush.com/agency/video-production/voiceovers,9.0,4.5,2
https://www.designrush.com/agency/video-production/in,8.0,1.5,2
https://www.designrush.com/agency/video-production/connecticut,6.0,4.0,1
https://www.designrush.com/agency/video-production/in/mumbai,6.0,2.5,2
https://www.designrush.com/agency/video-production/ae,5.0,4.0,2
